X,Y,DATE,SERVICEORDERSTATUS,STREETADDRESS,ZIPCODE,WARD
-77.0156045984991,38.9413541392016,June 2020,Closed,4104 3RD STREET NW,20011,4
-76.9813246715079,38.8911001597812,June 2020,Closed,1626 A STREET NE,20002,6
-77.0156094308996,38.9412981970667,June 2020,Closed,4102 3RD STREET NW,20011,4
-77.0017643627917,38.9137492773503,June 2020,Closed,1727 3RD STREET NE,20002,5
-76.993482802864,38.9006102524068,June 2020,Closed,801 9TH STREET NE,20002,6
-77.0224007500999,38.9344737578589,June 2020,Closed,704 OTIS PLACE NW,20010,1
-77.0027485507867,38.8975444057613,June 2020,Closed,218 F STREET NE,20002,6
-76.9351144282571,38.9090207230271,June 2020,Closed,1501 OLIVE STREET NE,20019,7
-76.9943822377498,38.9504325131342,June 2020,Open,5023 8TH STREET NE,20017,5
-77.0027961153635,38.9022691095179,June 2020,Closed,221 K STREET NE,20002,6
-76.9918479566777,38.840232837102,June 2020,Closed,3414 10TH PLACE SE,20032,8
-77.0153605148402,38.9498931238854,June 2020,Closed,236 EMERSON STREET NW,20011,4
-77.0219136873262,38.9528872400983,June 2020,Open,5133 7TH STREET NW,20011,4
-77.0303869980137,38.9161548887734,June 2020,Closed,1318 WALLACH PLACE NW,20009,1
-76.9907540268112,38.8910474165,June 2020,Open,2 WALTER HOUP COURT NE,20002,6
-77.0167346948964,38.9478437320774,June 2020,Closed,4708 3RD PLACE NW,20011,4
-76.9718033646007,38.8968696422928,June 2020,Closed,528 25TH PLACE NE,20002,7
-76.9732613738517,38.8969042168788,June 2020,Closed,531 23RD PLACE NE,20002,7
-77.025219481408,38.9549963104141,June 2020,Closed,836 JEFFERSON STREET NW,20011,4
-77.0119315119926,38.9128979338123,June 2020,Open,1707 1ST STREET NW,20001,5
-76.9840679041025,38.9092595283158,June 2020,Closed,1238 SIMMS PLACE NE,20002,5
-77.0165705893931,38.9138236953868,June 2020,Open,408 FLORIDA AVENUE NW,20001,5
-76.9863903503464,38.8861876900922,June 2020,Open,1345 SOUTH CAROLINA AVENUE SE,20003,6
-77.0245065770582,38.9247179643219,June 2020,Open,758 FAIRMONT STREET NW,20001,1
-77.0159725736208,38.9408945765304,June 2020,Closed,312 TAYLOR STREET NW,20011,4
-76.971510843693,38.8961624145682,June 2020,Closed,2504 E STREET NE,20002,7
-76.9704897496329,38.8969535460815,June 2020,Closed,550 OKLAHOMA AVENUE NE,20002,7
-76.9802529559716,38.8888646449872,June 2020,Closed,1712 A STREET SE,20003,6
-76.994082762824,38.8877657004968,June 2020,Closed,818 INDEPENDENCE AVENUE SE,20003,6
-77.0244961197772,38.9278468253495,June 2020,Closed,746 COLUMBIA ROAD NW,20001,1
-77.0187319019782,38.9052302184953,June 2020,Closed,1131 5TH STREET NW,20001,6
-77.0727464762797,38.920465779677,June 2020,Open,2317 37TH STREET NW,20007,3
-77.027270147248,38.9388791328847,June 2020,Open,965 RANDOLPH STREET NW,20011,4
-77.0610099937366,38.9086680600506,June 2020,Closed,1403 31ST STREET NW,20007,2
-77.0101962927175,38.9675384392148,June 2020,Closed,37 TUCKERMAN STREET NW,20011,4
-76.9814307611341,38.8674588196805,June 2020,Closed,1620 T STREET SE,20020,8
-77.039069803726,38.9205610753541,June 2020,Open,2312 17TH STREET NW,20009,1
-77.0730459775834,38.9445847100908,June 2020,Closed,3710 WARREN STREET NW,20016,3
-76.9842512698466,38.9085396061632,June 2020,Closed,1240 RAUM STREET NE,20002,5
-77.0570091927521,38.929978385247,June 2020,Closed,2937 28TH STREET NW,20008,3
-77.0209859293044,38.9663018797735,June 2020,Closed,523 SHERIDAN STREET NW,20011,4
-77.0325312741522,38.9677363231647,June 2020,Open,1369 TUCKERMAN STREET NW,20011,4
-77.0286303548859,38.9617216969278,June 2020,Open,ROCK CREEK FORD ROAD NW AND PINEY BRANCH ROAD NW,20011,4
-77.0205899247562,38.9555580721784,June 2020,Closed,513 JEFFERSON STREET NW,20011,4
-76.9824385524284,38.8684155787175,June 2020,Open,1532 S STREET SE,20020,8
-77.0037353492589,38.9221095025272,June 2020,Closed,2432 2ND STREET NE,20002,5
-77.0243210738508,38.9427828967053,June 2020,Closed,828 VARNUM STREET NW,20011,4
-77.0303368893882,38.9374156999036,June 2020,Closed,1318 QUINCY STREET NW,20011,4
-77.0132685412332,38.9109204587651,June 2020,Closed,132 Q STREET NW,20001,5
-76.9251369375382,38.9016192573903,June 2020,Closed,5207 JAY STREET NE,20019,7
-77.0267175880847,38.9279538077679,June 2020,Closed,1019 COLUMBIA ROAD NW,20001,1
-76.9833906998757,38.8862669362085,June 2020,Closed,250 15TH STREET SE,20003,6
-77.0202546231867,38.9310907198025,June 2020,Open,3232 WARDER STREET NW,20010,1
-77.0207611781919,38.940650780295,June 2020,Closed,4031 NEW HAMPSHIRE AVENUE NW,20011,4
-76.99352519636,38.8831607654639,June 2020,Closed,901 PENNSYLVANIA AVENUE SE,20003,6
-77.0038348915278,38.8839601959253,June 2020,Closed,151 NORTH CAROLINA AVENUE SE,20003,6
-77.0289951441741,38.9270051396724,June 2020,Closed,1221 HARVARD STREET NW,20009,1
-77.0354356750527,38.9164440755743,June 2020,Closed,1511 CAROLINE STREET NW,20009,2
-77.0000708248869,38.9624998492575,June 2020,Closed,501 PEABODY STREET NE,20011,4
-77.0170883012407,38.9542242417676,June 2020,Closed,5220 KANSAS AVENUE NW,20011,4
-77.0188129793194,38.9529780431031,June 2020,Closed,422 HAMILTON STREET NW,20011,4
-76.9824183185029,38.8874054533207,June 2020,Closed,203 16TH STREET SE,20003,6
-77.0414415691979,38.9151388639246,June 2020,Open,1827 18TH STREET NW,20009,2
-76.9818622420699,38.8985017635162,June 2020,Open,16TH STREET NE AND GALES STREET NE,20002,6
-76.9759614335126,38.9378324483964,June 2020,Open,3909 20TH STREET NE,20018,5
-77.0196300019033,38.9772331612257,June 2020,Open,7130 CHESTNUT STREET NW,20012,4
-76.9996693589246,38.8228176877209,June 2020,Closed,4643 6TH STREET SE,20032,8
-77.0171445384123,38.909838052189,June 2020,Closed,413 P STREET NW,20001,6
-77.0211203469695,38.9705481614875,June 2020,Closed,6613 6TH STREET NW,20012,4
-77.0361840153407,38.9098296530696,June 2020,Closed,1501 16TH STREET NW,20036,2
-76.995700400167,38.894625468151,June 2020,Closed,711 D STREET NE,20002,6
-77.0397134717283,38.9172095793737,June 2020,Closed,1735 U STREET NW,20009,1
-76.9859586874682,38.868693874353,June 2020,Open,1333 RIDGE PLACE SE,20020,8
-76.99973819409,38.925755499718,June 2020,Closed,2804 5TH STREET NE,20017,5
-77.020618946154,38.9143014838757,June 2020,Closed,617 S STREET NW,20001,6
-77.0614035211561,38.9066850260023,June 2020,Closed,3100 N STREET NW,20007,2
-77.0279549814833,38.9245474735018,June 2020,Closed,1124 FAIRMONT STREET NW,20009,1
-77.0252646850131,38.9194587431322,June 2020,Closed,950 FLORIDA AVENUE NW,20001,1
-77.0286412606588,38.9087570500058,June 2020,Closed,1209 O STREET NW,20005,2
-76.9582015206667,38.8846307515867,June 2020,Closed,3342 D STREET SE,20019,7
-77.0424786475308,38.9203862053189,June 2020,Closed,1810 BELMONT ROAD NW,20009,1
-76.9722592170179,38.8970437930483,June 2020,Closed,539 24TH STREET NE,20002,7
-77.0204443030919,38.9615128287472,June 2020,Closed,509 OGLETHORPE STREET NW,20011,4
-77.041820225911,38.9249540233941,June 2020,Closed,1751 LANIER PLACE NW,20009,1
-76.9833616720002,38.8941006159699,June 2020,Closed,325 15TH STREET NE,20002,6
-77.0275857789855,38.9801395904117,June 2020,Closed,7423 12TH STREET NW,20012,4
-77.04054980473,38.9098935298968,June 2020,Closed,1743 P STREET NW,20036,2
-76.9919917905888,38.8877742239346,June 2020,Closed,1016 INDEPENDENCE AVENUE SE,20003,6
-76.9381068071046,38.8992205348015,June 2020,Closed,4428 GAULT PLACE NE,20019,7
-77.0358285492511,38.936217933359,June 2020,Closed,1536 OGDEN STREET NW,20010,1
-77.0736514561403,38.921123271227,June 2020,Closed,2409 TUNLAW ROAD NW,20007,3
-77.0419032597583,38.9143600185986,June 2020,Closed,1800 18TH STREET NW,20009,2
-77.0008836714117,38.9231878552041,June 2020,Closed,2518 4TH STREET NE,20002,5
-76.9811732447945,38.8975207608353,June 2020,Closed,1634 ROSEDALE STREET NE,20002,6
-76.9718033646007,38.8968696422928,June 2020,Closed,528 25TH PLACE NE,20002,7
-77.0065180334711,38.9266399348648,June 2020,Closed,49 FRANKLIN STREET NE,20002,5
-77.0159785639388,38.9135863180641,June 2020,Closed,322 FLORIDA AVENUE NW,20001,5
-77.0210745337411,38.9576691627579,June 2020,Closed,603 LONGFELLOW STREET NW,20011,4
-76.9824575955315,38.894079764465,June 2020,Closed,324 16TH STREET NE,20002,6
-77.0096374030819,38.921100592677,June 2020,Open,8 BRYANT STREET NW,20001,5
-77.0198902936426,38.9513651137208,June 2020,Closed,5008 5TH STREET NW,20011,4
-76.9931081116676,38.9282868137972,June 2020,Closed,909 IRVING STREET NE,20017,5
-77.0183111467434,38.9525937398436,June 2020,Closed,5112 KANSAS AVENUE NW,20011,4
-77.0224720478315,38.9319727683303,June 2020,Closed,640 MORTON STREET NW,20010,1
-76.9899275197508,38.9125568733425,June 2020,Closed,958 MOUNT OLIVET ROAD NE,20002,5
-77.0401935251503,38.9303366123169,June 2020,Closed,1742 KILBOURNE PLACE NW,20010,1
-76.9868583276497,38.8860618064876,June 2020,Closed,1331 SOUTH CAROLINA AVENUE SE,20003,6
-77.0111664655461,38.9142915993583,June 2020,Closed,63 S STREET NW,20001,5
-76.9872078332751,38.9199212805166,June 2020,Closed,2221 13TH STREET NE,20018,5
-77.022681751913,38.9103074340301,June 2020,Closed,1519 8TH STREET NW,20001,6
-76.9814652686455,38.8983127327925,June 2020,Closed,1607 GALES STREET NE,20002,6
-77.0204919908359,38.9158911171556,June 2020,Closed,611 FLORIDA AVENUE NW,20001,1
-77.0182523199306,38.9580401472829,June 2020,Closed,401 MISSOURI AVENUE NW,20011,4
-77.0110544484451,38.9131872778643,June 2020,Open,62 RANDOLPH PLACE NW,20001,5
-77.0529098950775,38.9097839093269,June 2020,Closed,2439 P STREET NW,20007,2
-76.9910984297394,38.9041149763714,June 2020,Closed,1141 MORSE STREET NE,20002,5
-77.010173104254,38.9077681187813,June 2020,Closed,32 HANOVER PLACE NW,20001,5
-77.022607202799,38.9348318882331,June 2020,Closed,709 OTIS PLACE NW,20010,1
-77.0544062520671,38.9008955808119,June 2020,Closed,2527 I STREET NW,20037,2
-77.014379214397,38.9137402981867,June 2020,Open,1716 2ND STREET NW,20001,5
-76.9914120502914,38.927764669705,June 2020,Closed,1018 HAMLIN STREET NE,20017,5
-77.0129340972754,38.9174991047437,June 2020,Open,119 BLOOMINGDALE COURT NW,20001,5
-76.9859045297872,38.8686884627835,June 2020,Open,1335 RIDGE PLACE SE,20020,8
-76.9771722026562,38.8657384489433,June 2020,Open,1925 U PLACE SE,20020,8
-77.0108845147294,38.9548860107604,June 2020,Closed,5304 NEW HAMPSHIRE AVENUE NW,20011,4
-77.0286812580557,38.9199126948715,June 2020,Closed,2229 12TH PLACE NW,20009,1
-77.0245541920916,38.9427642908907,June 2020,Closed,834 VARNUM STREET NW,20011,4
-77.0300247040191,38.9271192852998,June 2020,Closed,2910 13TH STREET NW,20009,1
-76.9888346146201,38.9019568304461,June 2020,Closed,1227 FLORIDA AVENUE NE,20002,6
-76.9978590231056,38.8864107900363,June 2020,Closed,613 NORTH CAROLINA AVENUE SE,20003,6
-76.9931686423994,38.8971487713185,June 2020,Closed,915 F STREET NE,20002,6
-77.0110643597973,38.9094412480191,June 2020,Open,62 P STREET NW,20001,5
-77.0300246651756,38.927027040153,June 2020,Closed,2906 13TH STREET NW,20009,1
-77.0286412606588,38.9087570500058,June 2020,Closed,1209 O STREET NW,20005,2
-77.0360028839718,38.9157711597473,June 2020,Closed,1541 T STREET NW,20009,2
-76.9787216190795,38.906442757645,June 2020,Closed,1225 17TH STREET NE,20002,5
-77.029852497708,38.9143889423208,June 2020,Closed,1800 13TH STREET NW,20009,1
-77.0193578647812,38.9317546940362,June 2020,Closed,422 LURAY PLACE NW,20010,1
-76.9556351920129,38.8952184320656,June 2020,Closed,3453 EADS STREET NE,20019,7
-76.980538355968,38.8981382702376,June 2020,Closed,1643 GALES STREET NE,20002,6
-77.0231591559398,38.9517026824146,June 2020,Open,5026 7TH PLACE NW,20011,4
-77.0003599420495,38.8879042184263,June 2020,Closed,124 4TH STREET SE,20003,6
-77.0027060164596,38.9128133830206,June 2020,Closed,226 R STREET NE,20002,5
-76.9880287497276,38.9068970216405,June 2020,Closed,1132 PENN STREET NE,20002,5
-76.979949814045,38.8888564858098,June 2020,Closed,1720 A STREET SE,20003,6
-77.0225110871969,38.9277686720884,June 2020,Closed,652 HOBART PLACE NW,20001,1
-77.0001122888687,38.844523395265,June 2020,Open,337 PARKLAND PLACE SE,20032,8
-76.9744116545529,38.9228063476939,June 2020,Closed,2506 22ND STREET NE,20018,5
-76.9964000693748,38.8885520462006,June 2020,Closed,659 A STREET SE,20003,6
-76.9972140054053,38.9253957647051,June 2020,Closed,629 FRANKLIN STREET NE,20017,5
-77.019268145038,38.9625159175483,June 2020,Open,430 PEABODY STREET NW,20011,4
-77.0161615674062,38.9172189941673,June 2020,Closed,1944 3RD STREET NW,20001,1
-77.017978321677,38.9000317946992,June 2020,Closed,461 H STREET NW,20001,2
-77.0704077172097,38.9143375811322,June 2020,Closed,3526 S STREET NW,20007,2
-77.0397181472436,38.9150455055234,June 2020,Closed,1721 SWANN STREET NW,20009,2
-77.0209371047638,38.9293341591359,June 2020,Closed,539 IRVING STREET NW,20010,1
-76.9811962209236,38.9048204176661,June 2020,Closed,1113 16TH STREET NE,20002,5
-76.9801999369515,38.8888559879696,June 2020,Closed,1714 A STREET SE,20003,6
-77.0402487537989,38.9098794008097,June 2020,Closed,1737 P STREET NW,20036,2
-76.994424658411,38.8918345307795,June 2020,Open,802 MASSACHUSETTS AVENUE NE,20002,6
-76.9988401404054,38.9062265069457,June 2020,Closed,519 FLORIDA AVENUE NE,20002,6
-77.0302460374688,38.9190179534198,June 2020,Closed,1310 W STREET NW,20009,1
-76.9391871206206,38.9014986592023,June 2020,Closed,JAY STREET NE AND 44TH STREET NE,20019,7
-76.9852289016238,38.8922033436201,June 2020,Closed,1402 CONSTITUTION AVENUE NE,20002,6
-77.0324199744678,38.9681067731087,June 2020,Open,1374 TEWKESBURY PLACE NW,20012,4
-76.9931861532688,38.903303283858,June 2020,Closed,910 KENT PLACE NE,20002,6
-77.017797203816,38.9503522003722,June 2020,Closed,4906 4TH STREET NW,20011,4
-76.9930292271802,38.9282904124456,June 2020,Closed,911 IRVING STREET NE,20017,5
-77.0083068454153,38.9128314059063,June 2020,Open,10 R STREET NE,20002,5
-76.9781911390408,38.8488093771714,June 2020,Open,1836 ALABAMA AVENUE SE,20020,8
-77.0169395500889,38.9647361817222,June 2020,Open,312 RITTENHOUSE STREET NW,20011,4
-76.9960493383138,38.9486667788727,June 2020,Closed,727 DECATUR PLACE NE,20017,5
-77.0241546783676,38.939544540367,June 2020,Open,822 SHEPHERD STREET NW,20011,4
-77.029392496138,38.9271390841499,June 2020,Closed,2907 13TH STREET NW,20009,1
-77.0437104213276,38.9312647372425,June 2020,Open,3153 19TH STREET NW,20010,1
-77.013174098866,38.9102314212845,June 2020,Open,128 BATES STREET NW,20001,5
-76.9917652411908,38.8912837818098,June 2020,Closed,130 11TH STREET NE,20002,6
-77.0281323959111,38.9278887960426,June 2020,Closed,1117 COLUMBIA ROAD NW,20009,1
-76.9956620871795,38.8991141550158,June 2020,Closed,710 G STREET NE,20002,6
-77.0507872875148,38.9001035736018,June 2020,Closed,2300 I STREET NW,20052,2
-77.0353365187299,38.9120408301321,June 2020,Closed,1517 CORCORAN STREET NW,20009,2
-77.0064176392323,38.8836844259088,June 2020,Closed,452 NEW JERSEY AVENUE SE,20003,6
-76.9859113360597,38.8849960043526,June 2020,Closed,314 KENTUCKY AVENUE SE,20003,6
-77.0046988258551,38.9168199574854,June 2020,Open,149 U STREET NE,20002,5
-77.0042632390224,38.9157463609906,June 2020,Closed,162 T STREET NE,20002,5
-77.0398918192165,38.9233279749189,June 2020,Closed,1725 EUCLID STREET NW,20009,1
-77.0476231883363,38.9127829893595,June 2020,Closed,2119 R STREET NW,20008,2
-77.0188031676411,38.9450860724333,June 2020,Closed,426 ALLISON STREET NW,20011,4
-77.0156207667836,38.9409165142294,June 2020,Closed,302 TAYLOR STREET NW,20011,4
-77.001747778239,38.9145338136869,June 2020,Closed,1809 3RD STREET NE,20002,5
-77.0098853135527,38.9675393667473,June 2020,Closed,25 TUCKERMAN STREET NW,20011,4
-77.0192098065165,38.9639681476085,June 2020,Closed,423 QUACKENBOS STREET NW,20011,4
-77.0094280652342,38.9146998302375,June 2020,Open,1822 NORTH CAPITOL STREET NW,20002,5
-77.0023633366411,38.9128042019541,June 2020,Open,236 R STREET NE,20002,5
-76.9703024063582,38.8748425121443,June 2020,Closed,2503 FAIRLAWN AVENUE SE,20020,7
-77.0101715359546,38.915364312802,June 2020,Closed,30 T STREET NW,20001,5
-77.0247542197613,38.9514264321063,June 2020,Closed,5016 ILLINOIS AVENUE NW,20011,4
-77.0553167899651,38.9691671914728,June 2020,Open,5742 26TH STREET NW,20015,4
-77.0062002650661,38.912829554882,June 2020,Closed,106 R STREET NE,20002,5
-76.9872078332751,38.9199212805166,June 2020,Closed,2221 13TH STREET NE,20018,5
-76.9928864438737,38.8878935527789,June 2020,Closed,127 10TH STREET SE,20003,6
-77.0093359628574,38.9510118674818,June 2020,Closed,8 FARRAGUT PLACE NW,20011,4
-77.0214484097093,38.9360170586433,June 2020,Closed,3636 WARDER STREET NW,20010,1
-77.0437418262011,38.9380886056453,June 2020,Closed,1901 QUINCY STREET NW,20011,4
-76.9876133617722,38.9068216685481,June 2020,Closed,1506 MONTELLO AVENUE NE,20002,5
-77.0663001359307,38.9058328622096,June 2020,Closed,3304 PROSPECT STREET NW,20007,2
-77.0082620475256,38.9471379384417,June 2020,Closed,6 HAWAII AVENUE NE,20011,5
-76.9876357368375,38.9067741969166,June 2020,Closed,1504 MONTELLO AVENUE NE,20002,5
-77.0376207065633,38.9182873981736,June 2020,Closed,1627 V STREET NW,20009,1
-76.9606658894802,38.8826472399417,June 2020,Closed,3217 E STREET SE,20019,7
-77.0351972970508,38.9663689099562,June 2020,Closed,1443 SHERIDAN STREET NW,20011,4
-77.0268629175172,38.9289178441828,June 2020,Closed,1015 IRVING STREET NW,20010,1
-76.9560682222727,38.8900662567015,June 2020,Closed,3428 EAST CAPITOL STREET NE,20019,7
-76.9849976639403,38.9075887832306,June 2020,Closed,1247 MEIGS PLACE NE,20002,5
-77.0410180946343,38.9330611590297,June 2020,Closed,3325 18TH STREET NW,20010,1
-77.0525178430313,38.9269539663364,June 2020,Closed,2754 WOODLEY PLACE NW,20008,3
-76.980082169669,38.8978238915455,June 2020,Closed,1692 KRAMER STREET NE,20002,6
-77.0406989743109,38.9252036794853,June 2020,Closed,2733 ONTARIO ROAD NW,20009,1
-77.0111681912907,38.9135309351621,June 2020,Closed,63 RANDOLPH PLACE NW,20001,5
-77.0274441725092,38.9382017583396,June 2020,Closed,3818 10TH STREET NW,20011,4
-76.9890855728839,38.8975491533236,June 2020,Closed,1223 MARYLAND AVENUE NE,20002,6
-77.0273466221456,38.9115194086325,June 2020,Closed,1612 11TH STREET NW,20001,2
-77.0412586265964,38.9247898211786,June 2020,Closed,1732 LANIER PLACE NW,20009,1
-77.0217665322486,38.9500413737073,June 2020,Closed,4901 7TH STREET NW,20011,4
-76.9812874540733,38.9046718845751,June 2020,Closed,1107 16TH STREET NE,20002,5
-76.9785934945613,38.9054057829665,June 2020,Closed,1707 M STREET NE,20002,5
-76.9389126431135,38.9013467521736,June 2020,Open,4401 JAY STREET NE,20019,7
-76.9801095404335,38.9071555625937,June 2020,Closed,1262 16TH STREET NE,20002,5
-77.0030094146598,38.891841201029,June 2020,Closed,211 CONSTITUTION AVENUE NE,20002,6
-76.9844862452022,38.9207211606372,June 2020,Closed,1334 DOWNING PLACE NE,20018,5
-77.0108265073776,38.9102384186964,June 2020,Open,50 BATES STREET NW,20001,5
-77.0273260967052,38.9268612286484,June 2020,Closed,2900 11TH STREET NW,20001,1
-77.010877513747,38.9127973234704,June 2020,Closed,53 R STREET NW,20001,5
-76.9924121198213,38.8978319189957,June 2020,Closed,615 10TH STREET NE,20002,6
-76.9868863483209,38.8684313870546,June 2020,Closed,1726 13TH STREET SE,20020,8
-77.0293515779367,38.9199096457494,June 2020,Closed,2223 13TH STREET NW,20009,1
-77.0231830811224,38.914242358953,June 2020,Closed,1800 8TH STREET NW,20001,1
-77.0515301856302,38.9261430268135,June 2020,Closed,2725 WOODLEY PLACE NW,20008,3
-77.0312250897812,38.9344004776877,June 2020,Closed,1342 OTIS PLACE NW,20010,1
-77.0290532864583,38.9516733504058,June 2020,Closed,1220 GALLATIN STREET NW,20011,4
-77.0268629175172,38.9289178441828,June 2020,Closed,1015 IRVING STREET NW,20010,1
-77.0099342974147,38.9083666539253,June 2020,Closed,22 O STREET NW,20001,5
-76.9987089578344,38.92427389466,June 2020,Closed,2628 6TH STREET NE,20017,5
-77.017944227261,38.942304628487,June 2020,Closed,417 UPSHUR STREET NW,20011,4
-77.0023506078239,38.9603595540677,June 2020,Closed,309 NICHOLSON STREET NE,20011,4
-76.980535183131,38.8966691855975,June 2020,Closed,529 EAMES PLACE NE,20002,6
-77.0240891075869,38.9421146197332,June 2020,Closed,817 UPSHUR STREET NW,20011,4
-77.004448004878,38.9164417974835,June 2020,Closed,156 TODD PLACE NE,20002,5
-77.0087926693997,38.9693702894291,June 2020,Closed,6537 NORTH CAPITOL STREET NE,20012,4
-77.0110518495396,38.9150175920893,June 2020,Closed,61 SEATON PLACE NW,20001,5
-77.0558416567769,38.9689435375508,June 2020,Closed,5735 27TH STREET NW,20015,4
-76.9754985315959,38.8999895313466,June 2020,Closed,1921 H STREET NE,20002,5
-76.9262595139576,38.9025744070551,June 2020,Closed,5103 JUST STREET NE,20019,7
-77.0063441709497,38.9168083490442,June 2020,Open,1937 1ST STREET NE,20002,5
-77.03306063701,38.9193683356429,June 2020,Closed,1425 W STREET NW,20009,1
-77.0247138082302,38.9353584474381,June 2020,Closed,3649 NEW HAMPSHIRE AVENUE NW,20010,1
-77.0218182094963,38.9511546067471,June 2020,Open,5003 7TH STREET NW,20011,4
-76.9990682396348,38.902265806237,June 2020,Closed,507 K STREET NE,20002,6
-77.0240934845226,38.9523344239278,June 2020,Closed,5110 8TH STREET NW,20011,4
-77.0376331622053,38.9307460818008,June 2020,Closed,1622 LAMONT STREET NW,20010,1
-76.9245521609136,38.8871724247302,June 2020,Closed,5320 CENTRAL AVENUE SE,20019,7
-76.9986771294149,38.8806779550881,June 2020,Closed,715 6TH STREET SE,20003,6
-77.0207016655796,38.8810937564784,June 2020,Closed,620 G STREET SW,20024,6
-77.0288108831923,38.915375886899,June 2020,Closed,1218 T STREET NW,20009,1
-77.0225681727576,38.9277647875025,June 2020,Open,654 HOBART PLACE NW,20001,1
-76.9765892445175,38.8949783116596,June 2020,Closed,1918 D STREET NE,20002,7
-76.9997648566806,38.8834838952557,June 2020,Closed,429 5TH STREET SE,20003,6
-76.9792500150394,38.9052157350911,June 2020,Closed,1142 17TH STREET NE,20002,5
-76.9838645450059,38.8913100729867,June 2020,Open,108 15TH STREET NE,20002,6
-77.0211228047346,38.9706643673366,June 2020,Closed,6615 6TH STREET NW,20012,4
-77.0259730830912,38.9559431845175,June 2020,Closed,5416 9TH STREET NW,20011,4
-76.9859590527511,38.9084269492627,June 2020,Closed,1661 MONTELLO AVENUE NE,20002,5
-77.0331881636119,38.9086929685834,June 2020,Open,1427 RHODE ISLAND AVENUE NW,20005,2
-76.9809923341269,38.8959385021824,June 2020,Open,1637 E STREET NE,20002,6
-76.9722474418561,38.897087210573,June 2020,Open,541 24TH STREET NE,20002,7
-77.023453267195,38.9269447664321,June 2020,Open,718 HARVARD STREET NW,20001,1
-77.0313551676286,38.8950101397245,June 2020,Closed,1350 PENNSYLVANIA AVENUE NW,20004,2
-76.9986771294149,38.8806779550881,June 2020,Closed,715 6TH STREET SE,20003,6
-77.0220072710293,38.9428659612645,June 2020,Closed,4226 7TH STREET NW,20011,4
-76.9839953147764,38.9198384585465,June 2020,Closed,1369 ADAMS STREET NE,20018,5
-77.0258906784573,38.9244217425368,June 2020,Closed,2618 SHERMAN AVENUE NW,20001,1
-76.9764936103763,38.8965967357368,June 2020,Closed,1917 ROSEDALE STREET NE,20002,7
-77.0485583455017,38.9076108235232,June 2020,Closed,1309 22ND STREET NW,20037,2
-76.9347173189721,38.9093031837784,June 2020,Closed,1509 OLIVE STREET NE,20019,7
-77.013573290044,38.9503583522921,June 2020,Open,4911 NEW HAMPSHIRE AVENUE NW,20011,4
-77.0250104198931,38.924721911315,June 2020,Closed,774 FAIRMONT STREET NW,20001,1
-77.0026851603424,38.9131760592342,June 2020,Open,219 RANDOLPH PLACE NE,20002,5
-77.023161532141,38.925643212865,June 2020,Closed,2718 GEORGIA AVENUE NW,20001,1
-77.0235341136818,38.9507139494175,June 2020,Closed,4925 8TH STREET NW,20011,4
-77.0108423012046,38.9094664922063,June 2020,Open,54 P STREET NW,20001,5
-77.0565953195278,38.9095512983142,June 2020,Closed,2731 P STREET NW,20007,2
-77.0312000383709,38.9153713997673,June 2020,Closed,1336 T STREET NW,20009,1
-77.0321438834824,38.968456549375,June 2020,Open,1365 TEWKESBURY PLACE NW,20012,4
-76.9917775613278,38.8914011617932,June 2020,Closed,134 11TH STREET NE,20002,6
-77.0186346193521,38.9494418736124,June 2020,Closed,435 DELAFIELD PLACE NW,20011,4
-77.0324199744678,38.9681067731087,June 2020,Open,1374 TEWKESBURY PLACE NW,20012,4
-77.0572790568515,38.9268085875273,June 2020,Closed,2823 29TH STREET NW,20008,3
-77.0079386720284,38.9116889937854,June 2020,Open,23 QUINCY PLACE NE,20002,5
-77.00370284434,38.9179526108702,June 2020,Open,181 V STREET NE,20002,5
-77.0199016667747,38.9516063533574,June 2020,Closed,5018 5TH STREET NW,20011,4
-77.0013941810437,38.963929720913,June 2020,Closed,332 QUACKENBOS STREET NE,20011,4
-76.9886898460472,38.9228602192632,June 2020,Closed,1228 BRENTWOOD ROAD NE,20018,5
-77.0315548412074,38.9682805085934,June 2020,Open,1300  - 1399 BLOCK OF TEWKESBURY PLACE NW,20012,4
-77.0301160431765,38.9309445517369,June 2020,Closed,1306 PARK ROAD NW,20010,1
-77.0296034345211,38.9096573744931,June 2020,Closed,LOGAN CIRCLE,20005,2
-77.0328170325212,38.9162248568745,June 2020,Closed,1420 PALOMA WAY NW,20009,2
-77.0410235560535,38.9339336115118,June 2020,Open,3363 18TH STREET NW,20010,1
-77.0387484501119,38.9233748425875,June 2020,Closed,2505 17TH STREET NW,20009,1
-77.0077642020615,38.9168016872107,June 2020,Open,33 U STREET NE,20002,5
-77.061865492242,38.9280773231008,June 2020,Closed,3102 HAWTHORNE STREET NW,20008,3
-76.9932091390868,38.9282829461345,June 2020,Open,907 IRVING STREET NE,20017,5
-77.0255044873881,38.9257684811148,June 2020,Closed,786 GIRARD STREET NW,20001,1
-76.9905472867775,38.8402014797117,June 2020,Open,1123 TRENTON PLACE SE,20032,8
-77.0229960511739,38.9399714068864,June 2020,Closed,731 SHEPHERD STREET NW,20011,4
-77.0229694037334,38.9396060357132,June 2020,Closed,728 SHEPHERD STREET NW,20011,4
-77.0230459918399,38.9396009759919,June 2020,Closed,730 SHEPHERD STREET NW,20011,4
